list_id,list_name,entity_name,entity_id,num_ratings,avg_rating,rating_stddev
33,"Best place for midnight snacks",McDonalds,387,1,2.0000,0
33,"Best place for midnight snacks",Zestos,388,2,5.0000,0
33,"Best place for midnight snacks",Allegro's,389,2,5.0000,0
3,"Best Food Trucks","King's Wok",390,2,4.0000,1
32,"Best bagel on campus","Schmear It",391,3,4.6667,0.4714045207910316
10,"Best Restaurants Off Campus",Amada,392,1,5.0000,0
24,"Best Cheesesteak","Joe's Steaks + Soda ",393,1,5.0000,0
34,"Best place for Ice Cream/Froyo",Kiwi,394,3,4.3333,0.4714045207910318
34,"Best place for Ice Cream/Froyo",Yogorino,395,3,3.6667,0.4714045207910316
34,"Best place for Ice Cream/Froyo","Ben & Jerry's",396,4,5.0000,0
34,"Best place for Ice Cream/Froyo",Capogiro,397,3,3.6667,0.4714045207910316
35,"Best Happy Hour",Harvest,398,1,4.0000,0
35,"Best Happy Hour","White Dog",399,2,4.5000,0.5
35,"Best Happy Hour","Ramen Bar",400,1,5.0000,0
35,"Best Happy Hour",Copabanana,401,2,4.5000,0.5
35,"Best Happy Hour",MadMex,402,2,5.0000,0
33,"Best place for midnight snacks",FroGro,403,2,5.0000,0
3,"Best Food Trucks","Dos Hermanos",404,2,3.0000,2
31,"Best place to talk to strangers",Frogro,405,1,5.0000,0
36,"Best Pizza",Zestos,406,4,4.2500,0.82915619758885
25,"Best ""Fast"" Food","Sweet Green",407,2,2.5000,1.5
1,"Best BYOs","A Mandarin",408,11,3.8182,1.5850541612875177
21,"Best Major at Penn","International Relations",409,2,3.0000,2
28,"Best Fraternity on Campus",SigEp,410,4,4.0000,1.7320508075688772
36,"Best Pizza","Enjay's Pizza",411,3,5.0000,0
36,"Best Pizza",Allegro's,412,3,3.3333,0.9428090415820634
1,"Best BYOs","Erawan Thai Cuisine",413,3,3.0000,1.4142135623730951
36,"Best Pizza",Zavino,414,2,5.0000,0
17,"Best Professor to take a class with","Linda Kurth",415,1,5.0000,0
4,"Best Coffee Shop","chilli kaffe",416,2,3.0000,2
26,"Best place to poo on campus","Pottruck 3rd floor bathroom",417,1,5.0000,0
26,"Best place to poo on campus","6th Floor Van Pelt",418,1,5.0000,0
32,"Best bagel on campus","Metropolitan Bakery",419,1,4.0000,0
27,"Best Sorority on Campus","Sigma Kappa",420,2,3.0000,2
37,"Best Best of Penn Group Member","Bianca Pham",421,1,5.0000,0
37,"Best Best of Penn Group Member","Steffi Maiman",422,1,5.0000,0
4,"Best Coffee Shop",Menagerie,428,2,3.0000,2
